text,required_tokens,prob_need_hint,route,pred_hint_tokens,task_id,code,test_list,test_setup_code,challenge_test_list,0_token_output1,0_token_output1_entropy,0_token_output2,0_token_output2_entropy,0_token_output3,0_token_output3_entropy,generated_hint
Write a python function to find the sublist having maximum length.,0,0.14426534,0,0,418,"def Find_Max(lst): 
    maxList = max((x) for x in lst) 
    return maxList","[""assert Find_Max([['A'],['A','B'],['A','B','C']]) == ['A','B','C']""
 'assert Find_Max([[1],[1,2],[1,2,3]]) == [1,2,3]'
 'assert Find_Max([[1,1],[1,2,3],[1,5,6,1]]) == [1,5,6,1]']",,[],"```python
def Find_Max(lst):
    return max(lst, key=len)
```",0.1624825826604339,"```python
def Find_Max(lst):
    return max(lst, key=len)
```",0.1624825826604339,"```python
def Find_Max(lst):
    return max(lst, key=len)
```",0.1624825826604339,
Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,0,0.7873629,1,141,419,"def round_and_sum(list1):
  lenght=len(list1)
  round_and_sum=sum(list(map(round,list1))* lenght)
  return round_and_sum","['assert round_and_sum([22.4, 4.0, -16.22, -9.10, 11.00, -12.22, 14.20, -5.20, 17.50])==243'
 'assert round_and_sum([5,2,9,24.3,29])==345'
 'assert round_and_sum([25.0,56.7,89.2])==513']",,[],"```python
def round_and_sum(list1):
    return sum(round(i) for i in list1) * len(list1)
```",0.1940155967465122,"```python
def round_and_sum(list1):
    return sum(round(i) for i in list1) * len(list1)
```",0.1940155967465122,"```python
def round_and_sum(list1):
    return sum(round(i) for i in list1) * len(list1)
```",0.1940155967465122,"def round_and_sum(list1):
    total = sum(round(num) for num in list1)
    return total * len(list1)"
Write a python function to find the cube sum of first n even natural numbers.,70,0.3682928,0,0,420,"def cube_Sum(n): 
    sum = 0
    for i in range(1,n + 1): 
        sum += (2*i)*(2*i)*(2*i) 
    return sum","['assert cube_Sum(2) == 72' 'assert cube_Sum(3) == 288'
 'assert cube_Sum(4) == 800']",,[],"```python
def cube_Sum(n):
    return sum(i**3 for i in range(2, n+1, 2))
```",0.1396969181981647,"```python
def cube_Sum(n):
    return sum(i**3 for i in range(2, n+1, 2))
```",0.1396969181981647,"```python
def cube_Sum(n):
    return sum(i**3 for i in range(2, n+1, 2))
```",0.1396969181981647,
Write a function to concatenate each element of tuple by the delimiter.,0,0.21533515,0,0,421,"def concatenate_tuple(test_tup):
    delim = ""-""
    res = ''.join([str(ele) + delim for ele in test_tup])
    res = res[ : len(res) - len(delim)]
    return (str(res)) ","['assert concatenate_tuple((""ID"", ""is"", 4, ""UTS"") ) == \'ID-is-4-UTS\''
 'assert concatenate_tuple((""QWE"", ""is"", 4, ""RTY"") ) == \'QWE-is-4-RTY\''
 'assert concatenate_tuple((""ZEN"", ""is"", 4, ""OP"") ) == \'ZEN-is-4-OP\'']",,[],"```python
def concatenate_tuple(test_tup):
    return '_'.join(map(str, test_tup))
```",0.1369481614643367,"```python
def concatenate_tuple(test_tup):
    return '_'.join(map(str, test_tup))
```",0.1369481614643367,"```python
def concatenate_tuple(test_tup):
    return '_'.join(map(str, test_tup))
```",0.1369481614643367,
Write a python function to find the average of cubes of first n natural numbers.,0,0.31861463,0,0,422,"def find_Average_Of_Cube(n):  
    sum = 0
    for i in range(1, n + 1): 
        sum += i * i * i  
    return round(sum / n, 6) ","['assert find_Average_Of_Cube(2) == 4.5'
 'assert find_Average_Of_Cube(3) == 12'
 'assert find_Average_Of_Cube(1) == 1']",,[],"```python
def find_Average_Of_Cube(n):
    return sum(i**3 for i in range(1, n+1)) / n
```",0.1153752001056786,"```python
def find_Average_Of_Cube(n):
    return sum(i**3 for i in range(1, n+1)) / n
```",0.1153752001056786,"```python
def find_Average_Of_Cube(n):
    return sum(i**3 for i in range(1, n+1)) / n
```",0.1153752001056786,
Write a function to solve gold mine problem.,100,0.34585574,0,0,423,"def get_maxgold(gold, m, n): 
    goldTable = [[0 for i in range(n)] 
                        for j in range(m)]   
    for col in range(n-1, -1, -1): 
        for row in range(m):  
            if (col == n-1): 
                right = 0
            else: 
                right = goldTable[row][col+1] 
            if (row == 0 or col == n-1): 
                right_up = 0
            else: 
                right_up = goldTable[row-1][col+1] 
            if (row == m-1 or col == n-1): 
                right_down = 0
            else: 
                right_down = goldTable[row+1][col+1] 
            goldTable[row][col] = gold[row][col] + max(right, right_up, right_down) 
    res = goldTable[0][0] 
    for i in range(1, m): 
        res = max(res, goldTable[i][0])  
    return res ","['assert get_maxgold([[1, 3, 1, 5],[2, 2, 4, 1],[5, 0, 2, 3],[0, 6, 1, 2]],4,4)==16'
 'assert get_maxgold([[10,20],[30,40]],2,2)==70'
 'assert get_maxgold([[4,9],[3,7]],2,2)==13']",,[],"```python
def get_maxgold(gold, m, n):
    dp = [[0] * (n + 1) for _ in range(m + 1)]
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            dp[i][j] = max(gold[i - 1][j], dp[i - 1][j - 1] + gold[i][j])
    return dp[m][n]
```",0.1762951512267699,"```python
def get_maxgold(gold, m, n):
    dp = [[0] * (n + 1) for _ in range(m + 1)]
    for i in range(m + 1):
        for j in range(n + 1):
            if i == 0 or j == 0:
                dp[i][j] = 0
            elif i < m:
                dp[i][j] = max(dp[i][j - 1], gold[i] + dp[i + 1][j])
            else:
                dp[i][j] = dp[i][j - 1]
    return dp[m][n]
```",0.1432967609698673,"```python
def get_maxgold(gold, m, n):
    dp = [[0] * (n + 1) for _ in range(m + 1)]
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            dp[i][j] = max(gold[i - 1][j - 1] + dp[i - 1][j], dp[i - 1][j])
    return dp[m][n]
```",0.1670436448962559,
Write a function to extract only the rear index element of each string in the given tuple.,0,0.25844032,0,0,424,"def extract_rear(test_tuple):
  res = list(sub[len(sub) - 1] for sub in test_tuple)
  return (res) ","[""assert extract_rear(('Mers', 'for', 'Vers') ) == ['s', 'r', 's']""
 ""assert extract_rear(('Avenge', 'for', 'People') ) == ['e', 'r', 'e']""
 ""assert extract_rear(('Gotta', 'get', 'go') ) == ['a', 't', 'o']""]",,[],"```python
def extract_rear(test_tuple):
    return [s[-1] for s in test_tuple]
```",0.1419535874909342,"```python
def extract_rear(test_tuple):
    return tuple(reversed(test_tuple))[1:]
```",0.3497252496803908,"```python
def extract_rear(test_tuple):
    return [s[-1] for s in test_tuple]
```",0.1419535874909342,
Write a function to count the number of sublists containing a particular element.,0,0.2350199,0,0,425,"def count_element_in_list(list1, x): 
    ctr = 0
    for i in range(len(list1)): 
        if x in list1[i]: 
            ctr+= 1          
    return ctr","['assert count_element_in_list([[1, 3], [5, 7], [1, 11], [1, 15, 7]],1)==3'
 ""assert count_element_in_list([['A', 'B'], ['A', 'C'], ['A', 'D', 'E'], ['B', 'C', 'D']],'A')==3""
 ""assert count_element_in_list([['A', 'B'], ['A', 'C'], ['A', 'D', 'E'], ['B', 'C', 'D']],'E')==1""]",,[],"```python
def count_element_in_list(list1, x):
    return sum(1 for i in list1 if i == x)
```",0.2302890870424259,"```python
def count_element_in_list(list1, x):
    return list1.count(x)
```",0.1256128505387592,"```python
def count_element_in_list(list1, x):
    return sum(1 for i in list1 if i == x)
```",0.2302890870424259,
Write a function to filter odd numbers using lambda function.,0,0.11447053,0,0,426,"def filter_oddnumbers(nums):
 odd_nums = list(filter(lambda x: x%2 != 0, nums))
 return odd_nums","['assert filter_oddnumbers([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1,3,5,7,9]'
 'assert filter_oddnumbers([10,20,45,67,84,93])==[45,67,93]'
 'assert filter_oddnumbers([5,7,9,8,6,4,3])==[5,7,9,3]']",,[],"```python
def filter_oddnumbers(nums):
    return list(filter(lambda x: x % 2!= 0, nums))
```",0.087393819,"```python
def filter_oddnumbers(nums):
    return list(filter(lambda x: x % 2!= 0, nums))
```",0.087393819,"```python
def filter_oddnumbers(nums):
    return list(filter(lambda x: x % 2!= 0, nums))
```",0.087393819,
Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format by using regex.,0,0.8837423,1,152,427,"import re
def change_date_format(dt):
        return re.sub(r'(\d{4})-(\d{1,2})-(\d{1,2})', '\\3-\\2-\\1', dt)","['assert change_date_format(""2026-01-02"") == \'02-01-2026\''
 'assert change_date_format(""2020-11-13"") == \'13-11-2020\''
 'assert change_date_format(""2021-04-26"") == \'26-04-2021\'']",,[],"```python
import re

def change_date_format(dt):
    pattern = r'(\d{4})-(\d{2})-(\d{2})'
    match = re.match(pattern, dt)
    if match:
        year, month, day = map(int, match.groups())
        return f'{day:02}-{month:02}-{year}'
    else:
        return dt
```",0.2041551967288396,"```python
import re

def change_date_format(dt):
    pattern = r'(\d{4})-(\d{2})-(\d{2})'
    return re.sub(pattern, r'\3-\2-\1', dt)
```",0.2112222501103236,"```python
import re

def change_date_format(dt):
    pattern = r'\d{4}-\d{2}-\d{2}'
    return re.sub(pattern, r'-\1-\2', dt)
```",0.2768036535309572,"import re

def change_date_format(dt):
    pattern = r""(\d{4})-(\d{2})-(\d{2})""
    return re.sub(pattern, r""\3-\2-\1"", dt)"
Write a function to sort the given array by using shell sort.,0,0.13084868,0,0,428,"def shell_sort(my_list):
    gap = len(my_list) // 2
    while gap > 0:
        for i in range(gap, len(my_list)):
            current_item = my_list[i]
            j = i
            while j >= gap and my_list[j - gap] > current_item:
                my_list[j] = my_list[j - gap]
                j -= gap
            my_list[j] = current_item
        gap //= 2

    return my_list","['assert shell_sort([12, 23, 4, 5, 3, 2, 12, 81, 56, 95]) == [2, 3, 4, 5, 12, 12, 23, 56, 81, 95]'
 'assert shell_sort([24, 22, 39, 34, 87, 73, 68]) == [22, 24, 34, 39, 68, 73, 87]'
 'assert shell_sort([32, 30, 16, 96, 82, 83, 74]) == [16, 30, 32, 74, 82, 83, 96]']",,[],"```python
def shell_sort(my_list):
    n = len(my_list)
    gap = n//2
    
    while gap > 0:
        for i in range(gap, n):
            temp = my_list[i]
            j = i
            while j >= gap and my_list[j-gap] > temp:
                my_list[j] = my_list[j-gap]
                j -= gap
            my_list[j] = temp
        gap //= 2
```",0.061956457,"```python
def shell_sort(my_list):
    n = len(my_list)
    gap = n//2
    
    while gap > 0:
        for i in range(gap, n):
            temp = my_list[i]
            j = i
            while j >= gap and my_list[j-gap] > temp:
                my_list[j] = my_list[j-gap]
                j -= gap
            my_list[j] = temp
        gap //= 2
```",0.061956457,"```python
def shell_sort(my_list):
    n = len(my_list)
    gap = n//2
    
    while gap > 0:
        for i in range(gap, n):
            temp = my_list[i]
            j = i
            while j >= gap and my_list[j-gap] > temp:
                my_list[j] = my_list[j-gap]
                j -= gap
            my_list[j] = temp
        gap //= 2
```",0.061956457,
Write a function to extract the elementwise and tuples from the given two tuples.,0,0.39420435,1,102,429,"def and_tuples(test_tup1, test_tup2):
  res = tuple(ele1 & ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
  return (res) ","['assert and_tuples((10, 4, 6, 9), (5, 2, 3, 3)) == (0, 0, 2, 1)'
 'assert and_tuples((1, 2, 3, 4), (5, 6, 7, 8)) == (1, 2, 3, 0)'
 'assert and_tuples((8, 9, 11, 12), (7, 13, 14, 17)) == (0, 9, 10, 0)']",,[],"```python
def and_tuples(test_tup1, test_tup2):
    return tuple(a and b for a, b in zip(test_tup1, test_tup2))
```",0.1495091548797063,"```python
def and_tuples(test_tup1, test_tup2):
    return tuple(a and b for a, b in zip(test_tup1, test_tup2))
```",0.1495091548797063,"```python
def and_tuples(test_tup1, test_tup2):
    return tuple(x for x in zip(test_tup1, test_tup2) if x[0] == x[1])
```",0.1949204320332841,"def and_tuples(test_tup1, test_tup2):
    result = tuple(min(i, j) for i, j in zip(test_tup1, test_tup2))
    return result"
Write a function to find the directrix of a parabola.,100,0.6610395,1,111,430,"def parabola_directrix(a, b, c): 
  directrix=((int)(c - ((b * b) + 1) * 4 * a ))
  return directrix","['assert parabola_directrix(5,3,2)==-198'
 'assert parabola_directrix(9,8,4)==-2336'
 'assert parabola_directrix(2,4,6)==-130']",,[],"```python
def parabola_directrix(a, b, c):
    if a == 0:
        if b == 0:
            if c > 0:
                return ""No real solutions""
            elif c < 0:
                return ""No real solutions""
            else:
                return ""Infinite solutions""
        else:
            return -c / b
    else:
        return -(b**2) / (4 * a)
```",0.3909643649803528,"```python
def parabola_directrix(a, b, c):
    if a == 0:
        if b == 0:
            if c == 0:
                return ""Infinite parabola""
            else:
                return ""No directrix""
        else:
            return -c / b
    else:
        return -(b**2) / (4 * a)
```",0.3994560003134375,"```python
def parabola_directrix(a, b, c):
    if a == 0:
        if b == 0:
            return ""undefined""
        else:
            return -c / b
    else:
        return -(b**2) / (4 * a)
```",0.3558475655658067,"def parabola_directrix(a, b, c):
    # Calculate the x-coordinate of the vertex
    x_vertex = -b / (2 * a)
    
    # Calculate the y-coordinate of the vertex
    y_vertex = a * x_vertex**2 + b * x_vertex + c
    
    # Calculate the focal parameter (p)
    p = 1 / (4 * a)
    
    # Calculate the directrix
    directrix = y_vertex - p
    
    return int(directrix)"
Write a function that takes two lists and returns true if they have at least one common element.,10,0.44452253,1,102,431,"def common_element(list1, list2):
     result = False
     for x in list1:
         for y in list2:
             if x == y:
                 result = True
                 return result","['assert common_element([1,2,3,4,5], [5,6,7,8,9])==True'
 'assert common_element([1,2,3,4,5], [6,7,8,9])==None'
 ""assert common_element(['a','b','c'], ['d','b','e'])==True""]",,[],"```python
def common_element(list1, list2):
    return len(set(list1) & set(list2)) > 0
```",0.084997522,"```python
def common_element(list1, list2):
    return len(set(list1) & set(list2)) > 0
```",0.084997522,"```python
def common_element(list1, list2):
    return len(set(list1) & set(list2)) > 0
```",0.084997522,"def common_element(list1, list2):
    for element in list1:
        if element in list2:
            return True
    return None"
Write a function to find the median of a trapezium.,100,0.9096381,1,154,432,"def median_trapezium(base1,base2,height):
 median = 0.5 * (base1+ base2)
 return median","['assert median_trapezium(15,25,35)==20'
 'assert median_trapezium(10,20,30)==15'
 'assert median_trapezium(6,9,4)==7.5']",,[],"```python
import math

def median_trapezium(base1, base2, height):
    s = (base1 + base2) / 2
    area = 0.5 * height * s
    return area
```",0.2489302994293981,"```python
import math

def median_trapezium(base1,base2,height):
    s = (base1 + base2) / 2
    area = 0.5 * height * s
    return area
```",0.3051924797043338,"```python
def median_trapezium(base1, base2, height):
    area1 = 0.5 * base1 * height
    area2 = 0.5 * base2 * height
    area = area1 + area2
    return area
```",0.1898472337457254,"def median_trapezium(base1, base2, height):
    median = (base1 + base2) / 2
    return median"
Write a function to check whether the entered number is greater than the elements of the given array.,10,0.4422295,1,102,433,"def check_greater(arr, number):
  arr.sort()
  if number > arr[-1]:
    return ('Yes, the entered number is greater than those in the array')
  else:
    return ('No, entered number is less than those in the array')","[""assert check_greater([1, 2, 3, 4, 5], 4) == 'No, entered number is less than those in the array'""
 ""assert check_greater([2, 3, 4, 5, 6], 8) == 'Yes, the entered number is greater than those in the array'""
 ""assert check_greater([9, 7, 4, 8, 6, 1], 11) == 'Yes, the entered number is greater than those in the array'""]",,[],"```python
def check_greater(arr, number):
    return all(num > number for num in arr)
```",0.1499299137413681,"```python
def check_greater(arr, number):
    return all(number > x for x in arr)
```",0.175941359,"```python
def check_greater(arr, number):
    return all(number > x for x in arr)
```",0.175941359,"def check_greater(arr, number):
    for num in arr:
        if number <= num:
            return 'No, entered number is less than those in the array'
    return 'Yes, the entered number is greater than those in the array'"
Write a function that matches a string that has an a followed by one or more b's.,0,0.9643753,1,184,434,"import re
def text_match_one(text):
        patterns = 'ab+?'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return('Not matched!')
","['assert text_match_one(""ac"")==(\'Not matched!\')'
 'assert text_match_one(""dc"")==(\'Not matched!\')'
 'assert text_match_one(""abba"")==(\'Found a match!\')']",,[],"```python
def text_match_one(text):
    return 'ab' in text and text.count('b') >= 1
```",0.3406403040701531,"```python
def text_match_one(text):
    return text and text[0] == 'a' and text[1:].startswith('b')
```",0.3100546464529543,"```python
def text_match_one(text):
    return 'ab' in text and text.count('b') >= 1
```",0.3406403040701531,"import re

def text_match_one(text):
    pattern = 'ab+'
    if re.search(pattern, text):
        return 'Found a match!'
    else:
        return 'Not matched!'"
Write a python function to find the last digit of a given number.,0,0.17072144,0,0,435,"def last_Digit(n) :
    return (n % 10) ","['assert last_Digit(123) == 3' 'assert last_Digit(25) == 5'
 'assert last_Digit(30) == 0']",,[],"```python
def last_Digit(n):
    return n % 10
```",0.1230610974782596,"```python
def last_Digit(n):
  return n % 10
```",0.1528418135353099,"```python
def last_Digit(n):
  return n % 10
```",0.1528418135353099,
Write a python function to print negative numbers in a list.,100,0.26544404,0,0,436,"def neg_nos(list1):
  for num in list1: 
    if num < 0: 
       return num ","['assert neg_nos([-1,4,5,-6]) == -1,-6'
 'assert neg_nos([-1,-2,3,4]) == -1,-2'
 'assert neg_nos([-7,-6,8,9]) == -7,-6']",,[],"```python
def neg_nos(list1):
    for i in list1:
        if i < 0:
            print(i)
```",0.1284788595944216,"```python
def neg_nos(list1):
    for i in list1:
        if i < 0:
            print(i)
```",0.1284788595944216,"```python
def neg_nos(list1):
    for i in list1:
        if i < 0:
            print(i)
```",0.1284788595944216,
Write a function to remove odd characters in a string.,100,0.2310619,0,0,437,"def remove_odd(str1):
 str2 = ''
 for i in range(1, len(str1) + 1):
    if(i % 2 == 0):
        str2 = str2 + str1[i - 1]
 return str2","['assert remove_odd(""python"")==(""yhn"")'
 'assert remove_odd(""program"")==(""rga"")'
 'assert remove_odd(""language"")==(""agae"")']",,[],"```python
def remove_odd(str1):
    return ''.join([char for char in str1 if int(char) % 2 == 0])
```",0.1611601290278486,"```python
def remove_odd(str1):
    return ''.join([char for char in str1 if int(char) % 2 == 0])
```",0.1611601290278486,"```python
def remove_odd(str1):
    return ''.join([char for char in str1 if int(char) % 2 == 0])
```",0.1611601290278486,
Write a function to count bidirectional tuple pairs.,100,0.50489265,1,96,438,"def count_bidirectional(test_list):
  res = 0
  for idx in range(0, len(test_list)):
    for iidx in range(idx + 1, len(test_list)):
      if test_list[iidx][0] == test_list[idx][1] and test_list[idx][1] == test_list[iidx][0]:
        res += 1
  return (str(res)) ","[""assert count_bidirectional([(5, 6), (1, 2), (6, 5), (9, 1), (6, 5), (2, 1)] ) == '3'""
 ""assert count_bidirectional([(5, 6), (1, 3), (6, 5), (9, 1), (6, 5), (2, 1)] ) == '2'""
 ""assert count_bidirectional([(5, 6), (1, 2), (6, 5), (9, 2), (6, 5), (2, 1)] ) == '4'""]",,[],"```python
def count_bidirectional(test_list):
    count = 0
    for i in range(len(test_list)):
        for j in range(i + 1, len(test_list)):
            if test_list[i] == test_list[j] and (test_list[i], test_list[j]) not in test_list:
                count += 1
    return count
```",0.2066747850674021,"```python
def count_bidirectional(test_list):
    count = 0
    for i in range(len(test_list)):
        for j in range(i + 1, len(test_list)):
            if test_list[i] == test_list[j]:
                count += 1
    return count
```",0.174029695,"```python
def count_bidirectional(test_list):
    count = 0
    for i in range(len(test_list)):
        for j in range(i + 1, len(test_list)):
            if test_list[i] == test_list[j] and (test_list[i], test_list[j]) not in test_list:
                count += 1
    return count
```",0.2066747850674021,"def count_bidirectional(test_list):
    """"""
    This function counts the number of bidirectional tuple pairs in a given list.

    Args:
        test_list (list): A list of tuples.

    Returns:
        str: The count of bidirectional tuple pairs as a string.
    """"""
    # Create a set to store unique tuples
    unique_tuples = set()
    
    # Create a set to store bidirectional tuples
    bidirectional_tuples = set()"
Write a function to convert a list of multiple integers into a single integer.,0,0.25746176,0,0,439,"def multiple_to_single(L):
  x = int("""".join(map(str, L)))
  return x","['assert multiple_to_single([11, 33, 50])==113350'
 'assert multiple_to_single([-1,2,3,4,5,6])==-123456'
 'assert multiple_to_single([10,15,20,25])==10152025']",,[],"```python
def multiple_to_single(L):
    result = 1
    for num in L:
        result *= num
    return result
```",0.1434889158882697,"```python
def multiple_to_single(L):
    result = 1
    for num in L:
        result *= num
    return result
```",0.1434889158882697,"```python
def multiple_to_single(L):
    result = 1
    for num in L:
        result *= num
    return result
```",0.1434889158882697,
Write a function to find all adverbs and their positions in a given sentence.,100,0.9861712,1,187,440,"import re
def find_adverb_position(text):
 for m in re.finditer(r""\w+ly"", text):
    return (m.start(), m.end(), m.group(0))","['assert find_adverb_position(""clearly!! we can see the sky"")==(0, 7, \'clearly\')'
 'assert find_adverb_position(""seriously!! there are many roses"")==(0, 9, \'seriously\')'
 'assert find_adverb_position(""unfortunately!! sita is going to home"")==(0, 13, \'unfortunately\')']",,[],"```python
import re

def find_adverb_position(text):
    adverbs = re.findall(r'\b(an|very|well|extremely|really|very|well|extremely|really)\b', text, re.IGNORECASE)
    return adverbs
```",0.606697482,"```python
import re

def find_adverb_position(text):
    words = re.findall(r'\b\w+\b', text)
    adverbs = ['very', 'well', 'well', 'extremely','really','so', 'thus', 'then', 'there', 'then','very']
    adverb_positions = []
    for i, word in enumerate(words):
        if word.lower() in adverbs:
            adverb_positions.append((word, i))
    return adverb_positions
```",0.4228979837873204,"```python
import re

def find_adverb_position(text):
    words = text.split()
    adverbs = ['very', 'well', 'well','really', 'actually', 'actually','really','very']
    adverb_positions = []
    for i, word in enumerate(words):
        if word.lower() in adverbs:
            adverb_positions.append((word, i))
    return adverb_positions
```",0.4320563445645358,"def find_adverb_position(text):
    words = text.split()
    for i, word in enumerate(words):
        if word.endswith('ly'):
            return (i, len(word), word)"
Write a function to find the surface area of a cube.,0,0.32457468,0,0,441,"def surfacearea_cube(l):
  surfacearea= 6*l*l
  return surfacearea","['assert surfacearea_cube(5)==150' 'assert surfacearea_cube(3)==54'
 'assert surfacearea_cube(10)==600']",,[],"```python
def surfacearea_cube(l):
    return 6 * l ** 2
```",0.1983434037257601,"```python
def surfacearea_cube(l):
    return 6 * (l ** 2)
```",0.1631450372820753,"```python
def surfacearea_cube(l):
    return 6 * l ** 2
```",0.1983434037257601,
Write a function to find the ration of positive numbers in an array of integers.,100,0.6597697,1,118,442,"from array import array
def positive_count(nums):
    n = len(nums)
    n1 = 0
    for x in nums:
        if x > 0:
            n1 += 1
        else:
          None
    return round(n1/n,2)","['assert positive_count([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8])==0.54'
 'assert positive_count([2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8])==0.69'
 'assert positive_count([2, 4, -6, -9, 11, -12, 14, -5, 17])==0.56']",,[],"```python
def positive_count(nums):
    return sum(1 for num in nums if num > 0)
```",0.1387580153235467,"```python
def positive_count(nums):
    return sum(1 for num in nums if num > 0)
```",0.1387580153235467,"```python
def positive_count(nums):
    return sum(1 for num in nums if num > 0)
```",0.1387580153235467,"def positive_count(nums):
    count = 0
    for num in nums:
        if num > 0:
            count += 1
    return count / len(nums)"
Write a python function to find the largest negative number from the given list.,0,0.4673462,1,96,443,"def largest_neg(list1): 
    max = list1[0] 
    for x in list1: 
        if x < max : 
             max = x  
    return max","['assert largest_neg([1,2,3,-4,-6]) == -6'
 'assert largest_neg([1,2,3,-8,-9]) == -9'
 'assert largest_neg([1,2,3,4,-1]) == -1']",,[],"```python
def largest_neg(list1):
    return min((x for x in list1 if x < 0), default=None)
```",0.14647837,"```python
def largest_neg(list1):
    return min((x for x in list1 if x < 0), default=None)
```",0.14647837,"```python
def largest_neg(list1):
    return min((x for x in list1 if x < 0), default=None)
```",0.14647837,"def largest_neg(list1):
    neg_nums = [num for num in list1 if num < 0]
    return max(neg_nums)"
Write a function to trim each tuple by k in the given tuple list.,100,0.956866,1,184,444,"def trim_tuple(test_list, K):
  res = []
  for ele in test_list:
    N = len(ele)
    res.append(tuple(list(ele)[K: N - K]))
  return (str(res)) ","[""assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1),(9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 2) == '[(2,), (9,), (2,), (2,)]'""
 ""assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1), (9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 1) == '[(3, 2, 1), (4, 9, 2), (1, 2, 3), (8, 2, 1)]'""
 ""assert trim_tuple([(7, 8, 4, 9), (11, 8, 12, 4),(4, 1, 7, 8), (3, 6, 9, 7)], 1) == '[(8, 4), (8, 12), (1, 7), (6, 9)]'""]",,[],"```python
def trim_tuple(test_list, K):
    return tuple(x for x in test_list if len(x) > K)
```",0.2871700388613731,"```python
def trim_tuple(test_list, k):
    return [t[:k] + t[k:] for t in test_list]
```",0.1819767951633063,"```python
def trim_tuple(test_list, k):
    return [t[:k] + t[k+1:] for t in test_list]
```",0.1753810259920101,"def trim_tuple(test_list, K):
    result = []
    for tup in test_list:
        result.append(tup[K:])
    return str(result)"
Write a function to perform index wise multiplication of tuple elements in the given two tuples.,30,0.20724648,0,0,445,"def index_multiplication(test_tup1, test_tup2):
  res = tuple(tuple(a * b for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
  return (res) ","['assert index_multiplication(((1, 3), (4, 5), (2, 9), (1, 10)),((6, 7), (3, 9), (1, 1), (7, 3)) ) == ((6, 21), (12, 45), (2, 9), (7, 30))'
 'assert index_multiplication(((2, 4), (5, 6), (3, 10), (2, 11)),((7, 8), (4, 10), (2, 2), (8, 4)) ) == ((14, 32), (20, 60), (6, 20), (16, 44))'
 'assert index_multiplication(((3, 5), (6, 7), (4, 11), (3, 12)),((8, 9), (5, 11), (3, 3), (9, 5)) ) == ((24, 45), (30, 77), (12, 33), (27, 60))']",,[],"```python
def index_multiplication(test_tup1, test_tup2):
    return tuple(a * b for a, b in zip(test_tup1, test_tup2))
```",0.062853573,"```python
def index_multiplication(test_tup1, test_tup2):
    return tuple(a * b for a, b in zip(test_tup1, test_tup2))
```",0.062853573,"```python
def index_multiplication(test_tup1, test_tup2):
    return tuple(a * b for a, b in zip(test_tup1, test_tup2))
```",0.062853573,
Write a python function to count the occurence of all elements of list in a tuple.,0,0.2811275,0,0,446,"from collections import Counter 
def count_Occurrence(tup, lst): 
    count = 0
    for item in tup: 
        if item in lst: 
            count+= 1 
    return count  ","[""assert count_Occurrence(('a', 'a', 'c', 'b', 'd'),['a', 'b'] ) == 3""
 'assert count_Occurrence((1, 2, 3, 1, 4, 6, 7, 1, 4),[1, 4, 7]) == 6'
 'assert count_Occurrence((1,2,3,4,5,6),[1,2]) == 2']",,[],"```python
def count_Occurrence(tup, lst):
    return {i: tup.count(i) for i in set(lst)}
```",0.2255313112512036,"```python
def count_Occurrence(tup, lst):
    return {i: tup.count(i) for i in set(lst)}
```",0.2255313112512036,"```python
def count_Occurrence(tup, lst):
    return {i: tup.count(i) for i in set(lst)}
```",0.2255313112512036,
Write a function to find cubes of individual elements in a list using lambda function.,0,0.42677355,1,102,447,"def cube_nums(nums):
 cube_nums = list(map(lambda x: x ** 3, nums))
 return cube_nums","['assert cube_nums([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1, 8, 27, 64, 125, 216, 343, 512, 729, 1000]'
 'assert cube_nums([10,20,30])==([1000, 8000, 27000])'
 'assert cube_nums([12,15])==([1728, 3375])']",,[],"```python
def cube_nums(nums):
    return list(map(lambda x: x**3, nums))
```",0.1231184533043352,"```python
def cube_nums(nums):
    return list(map(lambda x: x**3, nums))
```",0.1231184533043352,"```python
def cube_nums(nums):
    return list(map(lambda x: x**3, nums))
```",0.1231184533043352,"def cube_nums(nums):
    """"""
    This function takes a list of numbers as input and returns a new list where each number is cubed.

    Args:
        nums (list): A list of numbers.

    Returns:
        list: A new list where each number is cubed.
    """"""
    # Use a lambda function to cube each number in the list
    cubed_nums = list(map(lambda x: x ** 3, nums))
    
    # Return the list of cub"
